date,value
2014-05-05,1228390,5302400,5357200,5275800
2014-05-02,1779648,5414400,5424000,5332700
2014-05-01,2003547,5342500,5399100,5328600
2014-04-30,2036412,5351200,5363400,5290900
2014-04-29,2531953,5238900,5377600,523
2014-04-28,3750042,5258000,5259000,511
2014-04-25,2369938,5322600,5338600,5225000
2014-04-24,2065546,5416900,5425000,531
2014-04-23,1954017,5436700,5448000,5281277
2014-04-22,2326897,536,5479950,536
2014-04-21,2422418,544,544,534
2014-04-17,5604179,5563200,557,5394000
2014-04-16,4535718,5577000,564,5531000
2014-04-15,3992074,551,5528900,5306400
2014-04-14,2538776,5436600,5530200,5405200
2014-04-11,3174702,5379400,5475900,5334000
2014-04-10,3294330,568,5682100,5455000
2014-04-09,3031068,5658400,5678000,5553800
2014-04-08,3482243,5450500,5598800,5447000
2014-04-07,3946815,5447900,5498500,5305300
2014-04-04,5363131,5785500,5797173,5444940
2014-04-03,4012659,5733900,5883000,5660100
2014-04-02,2085760,5768250,5782899,5677829
2014-04-01,2180443,5658987,5746023,5647520
2014-03-31,1939988,5710158,5733395,5621505
2014-03-28,2253524,5652571,5724251,5646358
2014-03-27,3818631,5712431,5717937,5567202
2014-03-26,2554077,5869834,5918126,5715715
2014-03-25,2410125,5889990,5909387,5794012
2014-03-24,3036542,5981875,5985462,5788708
2014-03-21,3207477,6093613,6110384,5973086
2014-03-20,1684681,6061486,6110283,6038300
2014-03-19,1610833,6121346,6122306,6033501
2014-03-18,1817951,6034815,6119982,6026682
2014-03-17,2160095,5956921,6046938,5951163
2014-03-14,2293388,5970762,6015619,5922975
2014-03-13,2339645,6101898,6114779,5984755
2014-03-12,1964277,6043554,6101393,5981875
2014-03-11,1712649,6131297,6134075,6044766
2014-03-10,1214528,6140996,6150821,6082400
2014-03-07,1514730,6197118,6198054,6119517
2014-03-06,1267959,6174285,6193809,6155696
2014-03-05,1235272,6137763,6178326,6119356
2014-03-04,1467631,6137511,6142562,6109728
2014-03-03,2104616,6095836,6101342,6022034
2014-02-28,2313176,6164485,6183933,6093159
2014-02-27,1259795,6154635,6184161,6147669
2014-02-26,1982121,6182974,6207625,6131247
2014-02-25,1438445,6142259,6185499,6114392
2014-02-24,1674113,6088815,6163576,6087501
2014-02-21,1862284,6101191,6111597,6076060
2014-02-20,1700843,6077600,6096518,6062850
2014-02-19,2103507,6088511,6108313,6049120
2014-02-18,2108553,6068861,6126751,6061739
2014-02-14,2193285,6039563,6083915,6025368
2014-02-13,1835894,5964498,6061234,5958992
2014-02-12,1724490,6006173,6011224,5967681
2014-02-11,2050377,5961569,6020651,5921359
2014-02-10,1944075,5919288,5972833,5905245
2014-02-07,2685432,5898223,5950102,5862515
2014-02-06,1945997,5814874,5860489,5796790
2014-02-05,2394325,5775726,5813056,5698136
2014-02-04,2811838,5748498,5834424,5743548
2014-02-03,4568875,5956669,5969408,5718266
2014-01-31,5565423,5917015,5993746,5814874
2014-01-30,5076247,5783909,5821744,5694246
2014-01-29,2364192,5653178,5666463,5553664
2014-01-28,2208315,5608725,5686664,5606805
2014-01-27,4352585,5688437,5690457,5467032
2014-01-24,3918938,5814268,5827074,5672777
2014-01-23,1948578,5859681,5872259,5831241
2014-01-22,1571311,5893071,5899537,5853922
